INPUT_1_FACTSII_DBA,INPUT_1_RECORD_ID,INPUT_1_PREMISESADDRESS,INPUT_1_PREMISESCITYSTATEZIP,INPUT_1_BORO,OUTPUT_X_Coordinate,OUTPUT_Y_Coordinate,entity_ID,CUISINE
THE TRUSTEES OF COLUMBIA UNIVERSITY,50050864,533 W 218TH ST BLDG 1,"NEW YORK, NY 10034-1005",MANHATTAN,1007535,256956,50050864,Hotdogs
THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,50050873,533 W 218TH ST BLDG 2,"NEW YORK, NY 10034-1005",MANHATTAN,1007535,256956,50050873,Hotdogs
THE WILD SON,50013511,53 LITTLE WEST 12TH STREET,"NEW YORK, NY 10014",MANHATTAN,981892,209073,50013511,Spanish
THELEWALA,50046379,112 MACDOUGAL ST,"NEW YORK, NY 10012-5011 US",MANHATTAN,984025,205089,50046379,Indian
THINK COFFEE,50018968,208 W 13TH ST LBBY,"NEW YORK, NY 10011-7702",MANHATTAN,984083,208162,50018968,Caf&eacute;/Coffee/Tea
THINK COFFEE,50036254,620 W 42ND ST,"NEW YORK, NY 10036-2014",MANHATTAN,984462,216602,50036254,Caf&eacute;/Coffee/Tea
THREE SEAT ESPRESSO,50055393,137 AVENUE A FRNT,"NEW YORK, NY 10009-5118",MANHATTAN,989000,204142,50055393,Caf&eacute;/Coffee/Tea
THRID FLOOR CAFE,50059822,315 5TH AVE FL 3,"NEW YORK, NY 10016-6524",MANHATTAN,988241,211430,50059822,Korean
TIAN BAO RESTAURANT,50060094,4128 MAIN ST SPC A1,"FLUSHING, NY 11355-3177",QUEENS,1031603,215248,50060094,Chinese
TINTO,50007230,715 NOSTRAND AVE,"BROOKLYN, NY 11216-3905",BROOKLYN,998062,184419,50007230,Caf&eacute;/Coffee/Tea
TITO RADS GRILL,50008904,4910 QUEENS BLVD FL 1,"WOODSIDE, NY 11377-4462",QUEENS,1007629,209909,50008904,Filipino
TONYS PIZZERIA,50005021,51 E KINGSBRIDGE RD,"BRONX, NY 10468-7503",BRONX,1012985,255146,50005021,Pizza
TOSKANA PIZZERIA RESTAURANT,50041997,24825 NORTHERN BLVD UNIT 1A1B,"LITTLE NECK, NY 11362-1211 US",QUEENS,1056652,219003,50041997,Pizza/Italian
TOSSED / RED MANGO,50043005,1400 BROADWAY LBBY L1,"NEW YORK, NY 10018-5365",MANHATTAN,987794,213683,50043005,American
TROPICAL JERK,50004629,1209 40TH AVE,"LONG ISLAND CITY, NY 11101-6107",QUEENS,1000137,214706,50004629,Caribbean
TROPICAL PARADISE RESTAURANT AND BAKERY,50033454,888 UTICA AVE,"BROOKLYN, NY 11203-4314",BROOKLYN,1003578,176570,50033454,Caribbean
TROPICAL RESTAURANT,50059192,1323 RANDALL AVE,"BRONX, NY 10474-6503",BRONX,1016151,235275,50059192,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
TRUE CARIBBEAN TASTE,50055653,839 BURKE AVE,"BRONX, NY 10467-6613",BRONX,1022383,256767,50055653,Caribbean
TRUE NORTH BROOKLYN,50059150,561 LORIMER ST,"BROOKLYN, NY 11211-3898",BROOKLYN,998299,199306,50059150,Caf&eacute;/Coffee/Tea
TRUMP GOLF LINKS AT FERRY POINT,50032865,500 HUTCHINSON RIVER PKWY,"BRONX, NY 10465-1838",BRONX,1029767,235157,50032865,American
TRUVA CAFE & GRILL,50017442,2241 31ST ST,"ASTORIA, NY 11105-2713",QUEENS,1008682,221725,50017442,Turkish
TST CAFE,50055665,7 TIMES SQ FL 5,"NEW YORK, NY 10036-6555",MANHATTAN,987940,214677,50055665,American
TSURUTONTAN UDON NOODLE BRASSERIE,50051545,21 E 16TH ST,"NEW YORK, NY 10003-3104",MANHATTAN,986442,207823,50051545,Japanese
TUK TUK,50038374,4906 VERNON BLVD,"LONG ISLAND CITY, NY 11101-5726",QUEENS,997017,210079,50038374,Thai
TULCINGO RESTAURANT,50033484,9558 ROOSEVELT AVE,"JACKSON HEIGHTS, NY 11372-8012",QUEENS,1020267,212217,50033484,Mexican
TURNTABLE LP BAR,50055651,34 W 32ND ST FL 5,"NEW YORK, NY 10001-3800",MANHATTAN,987824,211730,50055651,Korean
TUTI'S PIZZERIA RESTAURANT,50040670,34 W 183RD ST,"BRONX, NY 10453-1234",BRONX,1010468,252178,50040670,Pizza
TWIN DONUT,50032812,5099 BROADWAY,"NEW YORK, NY 10034-1159",MANHATTAN,1007988,256672,50032812,Donuts
TWIST AND SMASH'D SPORTS,50007972,3402 STEINWAY ST,"LONG ISLAND CITY, NY 11101-1306",QUEENS,1006114,214875,50007972,American
TWO BOOTS MIDTOWN EAST,50047981,337 LEXINGTON AVE APT 1,"NEW YORK, NY 10016-0929",MANHATTAN,990533,212405,50047981,Pizza
TWO BOOTS TO GO WEST,50059711,201 W 11TH ST LOWR,"NEW YORK, NY 10014-2208",MANHATTAN,983911,207621,50059711,Pizza
TWO GUYS COFFEE SHOP,50033950,6002 FOSTER AVE,"BROOKLYN, NY 11236-3103",BROOKLYN,1006626,172560,50033950,American
TWO TABLESPOONS,50038788,230 PARK AVE,"NEW YORK, NY 10169-0005",MANHATTAN,990913,214165,50038788,Vegetarian
TYGERSHARK,50040137,581 VANDERBILT AVE,"BROOKLYN, NY 11238-3028",BROOKLYN,993159,187153,50040137,Seafood
The Blvd Restaurant and Lounge,50008546,1911 FRANCIS LEWIS BLVD,"WHITESTONE, NY 11357-3826",QUEENS,1038825,223813,50008546,American
The Ditty,50044012,3503 DITMARS BLVD,"ASTORIA, NY 11105-2108",QUEENS,1009516,221565,50044012,American
The Hunan Cottage,50056087,293 AVENUE X,"BROOKLYN, NY 11223-5933",BROOKLYN,992043,154364,50056087,Chinese
The Meatball Shop,50008329,447 AMSTERDAM AVE,"NEW YORK, NY 10024-5519",MANHATTAN,990573,225173,50008329,American
U IZIKA,50036464,200 NEPTUNE AVE,"BROOKLYN, NY 11235-6312",BROOKLYN,995182,151245,50036464,Eastern European
UMA TEMAKERIA,50014521,64 7TH AVE,"NEW YORK, NY 10011-6673",MANHATTAN,984356,208390,50014521,Japanese
UMA TEMAKERIA,50043284,600 11TH AVE,"NEW YORK, NY 10036-2102",MANHATTAN,985047,217061,50043284,Japanese
UMAI RAMEN,50053905,6320 18TH AVE,"BROOKLYN, NY 11204-2903",BROOKLYN,987207,165147,50053905,Japanese
UNCLE AL'S,50044525,3841 E TREMONT AVE,"BRONX, NY 10465-2421",BRONX,1034066,239516,50044525,Soul Food
"UNCLE LOUIE ""G""",50049681,270 WATCHOGUE RD FRNT,"STATEN ISLAND, NY 10314-3100",STATEN ISLAND,945820,163771,50049681,"Ice Cream, Gelato, Yogurt, Ices"
UNCLE LOUIE G,50047168,157 PROSPECT PARK SW,"BROOKLYN, NY 11218-1225",BROOKLYN,991646,177869,50047168,"Ice Cream, Gelato, Yogurt, Ices"
UNCLE LOUIE G’S ITALIAN ICES & ICE CREAM,50008544,9210 ROCKAWAY BEACH BLVD FRNT,"ROCKAWAY BEACH, NY 11693-1527",QUEENS,1035442,152958,50008544,"Ice Cream, Gelato, Yogurt, Ices"
UNCLE LOUIE G’S ITALIAN ICES & ICE CREAM,50038817,319 7TH AVE,"BROOKLYN, NY 11215-4104",BROOKLYN,989428,182343,50038817,"Ice Cream, Gelato, Yogurt, Ices"
UNDERLINE COFFEE,50003674,511 W. 20TH STREET APT,"NEW YORK, NY 10011",MANHATTAN,982476,211134,50003674,Caf&eacute;/Coffee/Tea
UNTAMED SANDWICHES,50004852,43 W 39TH ST APT 2R,"NEW YORK, NY 10018-3879",MANHATTAN,988762,213323,50004852,American
UNTAMED SANDWICHES,50056746,117 ADAMS ST FRNT,"BROOKLYN, NY 11201-1401",BROOKLYN,987394,194536,50056746,Sandwiches
UPLAND,50011590,345 PARK AVE S,"NEW YORK, NY 10010-1707",MANHATTAN,988319,209465,50011590,American
UPSTATE STOCK,50046992,2 BERRY ST,"BROOKLYN, NY 11249-1013",BROOKLYN,996751,202470,50046992,Caf&eacute;/Coffee/Tea
UPTOWN BOURBON,50046048,3631 BROADWAY,"NEW YORK, NY 10031-2518",MANHATTAN,998533,241407,50046048,Caf&eacute;/Coffee/Tea
VATAN,50036651,409 3RD AVE,"NEW YORK, NY 10016-8103",MANHATTAN,989643,209752,50036651,Indian
VB BAKERY,50044665,3558 97TH ST,"CORONA, NY 11368-1749",QUEENS,1020190,213455,50044665,Bakery
VERONA PIZZA,50013099,2515 BOSTON RD UNIT A,"BRONX, NY 10467-9019",BRONX,1021591,253940,50013099,Pizza/Italian
VERONA WINE BAR,50049077,253 VAN BRUNT ST FRNT,"BROOKLYN, NY 11231-1232",BROOKLYN,981506,186985,50049077,American
VERSAILLES PALACE,50058250,6334 AUSTIN ST,"REGO PARK, NY 11374-2923",QUEENS,1021641,204439,50058250,Jewish/Kosher
VIIZA,50046213,5401 8TH AVE,"BROOKLYN, NY 11220-3229",BROOKLYN,982551,172004,50046213,Pizza
VIN SUR VINGT,50017101,1 WEST 59 STREET,"NEW YORK, NY 10019",MANHATTAN,991528,217841,50017101,French
VITAL BLENDS,50018664,253 SCHENECTADY AVE,"BROOKLYN, NY 11213-3926",BROOKLYN,1002621,183389,50018664,"Juice, Smoothies, Fruit Salads"
VIVA MIS EMPANADAS,50018441,13311 CROSSBAY BLVD FL GROUND,"OZONE PARK, NY 11417-2501",QUEENS,1027721,185323,50018441,Mexican
VIVI BUBBLE TEA,50059003,2169 86TH ST,"BROOKLYN, NY 11214-3205",BROOKLYN,985826,158702,50059003,"Juice, Smoothies, Fruit Salads"
VIVI BUBBLE TEA,50061199,325 BROADWAY,"NEW YORK, NY 10007-1112",MANHATTAN,982923,200134,50061199,Caf&eacute;/Coffee/Tea
Via Vai,50010994,3109 23RD AVE,"ASTORIA, NY 11105-2406",QUEENS,1008419,221380,50010994,Italian
Vite-Vinosteria,50010695,3105 34TH ST,"ASTORIA, NY 11106-1701",QUEENS,1006020,217186,50010695,Italian
W CAFE,50018480,390 5TH AVE,"NEW YORK, NY 10018-8104",MANHATTAN,988661,212452,50018480,American
WA SUSHI & THAI,50018530,2249 CHURCH AVE,"BROOKLYN, NY 11226-3201",BROOKLYN,995964,176253,50018530,Chinese/Japanese
WAFA'S EXPRESS,50058161,812 GRAND ST,"BROOKLYN, NY 11211-5073",BROOKLYN,1000589,198652,50058161,Middle Eastern
WAFELS & DINGES,50034302,41 W 40TH ST ST3,"NEW YORK, NY 10018-2601",MANHATTAN,988899,213541,50034302,Bakery
WALDORF ASTORIA HOTEL,50039217,301 PARK AVE,"NEW YORK, NY 10022-6844",MANHATTAN,991354,214945,50039217,American
WALDORF ASTORIA HOTEL(EMPLOYEE CAFETERIA),50039218,301 PARK AVE,"NEW YORK, NY 10022-6844",MANHATTAN,991354,214945,50039218,American
WALDORF ASTORIA NYC-SIR HARRY'S,50037132,301 PARK AVE LBBY 1,"NEW YORK, NY 10022-6844",MANHATTAN,991354,214945,50037132,American
WALDORF-ASTORIA 2ND FL KITCHEN,50039214,301 PARK AVE,"NEW YORK, NY 10022-6844",MANHATTAN,991354,214945,50039214,American
WALLABOUT BAY SEAFOOD RESTAURANT & BAR,50037861,271 ADELPHI ST,"BROOKLYN, NY 11205-4602",BROOKLYN,992271,190397,50037861,Seafood
WASABI SUSHI BENTO,50003485,561 SEVENTH AVENUE,"NEW YORK, NY 10018",MANHATTAN,987713,214235,50003485,Japanese
WATERSIDE CAFE,50038254,25 WATERSIDE PLZ FRNT 2,"NEW YORK, NY 10010-2621",MANHATTAN,991435,207921,50038254,American
WENDY'S,50008124,3179 ATLANTIC AVE,"BROOKLYN, NY 11208-1913",BROOKLYN,1018082,186989,50008124,Hamburgers
WENDY'S,50008136,3939 BROADWAY,"NEW YORK, NY 10032-1538",MANHATTAN,1000474,244910,50008136,American
WENDY'S,50008137,2121 3RD AVE 2123,"NEW YORK, NY 10029-2101",MANHATTAN,1000829,229941,50008137,Hamburgers
WENDY'S,50008138,79 E 125TH ST,"NEW YORK, NY 10035-1613",MANHATTAN,1000921,232704,50008138,American
WENDY'S,50056425,7811 FLATLANDS AVE,"BROOKLYN, NY 11236-3529",BROOKLYN,1007950,170512,50056425,Armenian
WENDY'S,50056428,9001 DITMAS AVE,"BROOKLYN, NY 11236-1612",BROOKLYN,1007942,175439,50056428,American
WENDY'S,50056430,1601 UTICA AVE,"BROOKLYN, NY 11234-1508",BROOKLYN,1004122,170027,50056430,American
WENDY'S,50058133,22006 NORTHERN BLVD,"BAYSIDE, NY 11361-3637",QUEENS,1050327,216793,50058133,Hamburgers
WENDY'S,50058134,6902 NORTHERN BLVD,"WOODSIDE, NY 11377-2247",QUEENS,1012693,214102,50058134,Hamburgers
WENDY'S,50058135,15533 JAMAICA AVE,"JAMAICA, NY 11432-3829",QUEENS,1039558,195555,50058135,Hamburgers
WENDY'S,50058136,9013 METROPOLITAN AVE,"REGO PARK, NY 11374-5327",QUEENS,1023257,198629,50058136,Hamburgers
WENDY'S,50058137,13350 WHITESTONE EXPY,"FLUSHING, NY 11354-2509",QUEENS,1029819,219364,50058137,Hamburgers
WENDY'S,50058141,6111 FRESH POND RD,"MIDDLE VILLAGE, NY 11379-1039",QUEENS,1011667,199586,50058141,Other
WENDY'S,50059108,7232 BROADWAY,"JACKSON HEIGHTS, NY 11372-6360",QUEENS,1013821,211620,50059108,Hamburgers
WENZHOU NOODLE RESTAURANT,50053934,4112 COLLEGE POINT BLVD,"FLUSHING, NY 11355-4229",QUEENS,1030360,214742,50053934,Chinese
WERKSTATT,50036603,509 CONEY ISLAND AVE,"BROOKLYN, NY 11218-3414",BROOKLYN,992436,174342,50036603,American
WESTVILLE,50018580,333 HUDSON ST BSMT,"NEW YORK, NY 10013-1006 US",MANHATTAN,982205,204153,50018580,American
WHITE OAK TAVERN,50006260,21 WAVERLY PL FL 1,"NEW YORK, NY 10003-6760 US",MANHATTAN,985743,205329,50006260,American
WHITMANS,50018788,700 8TH AVE,"NEW YORK, NY 10036-3901",MANHATTAN,987370,215678,50018788,Hamburgers
WICHCRAFT,50049611,325 BROADWAY FL GROUND,"NEW YORK, NY 10007-1112",MANHATTAN,982923,200134,50049611,Sandwiches
WICKED JUICE & KITCHEN,50045113,88 W BROADWAY BLDG GROUND,"NEW YORK, NY 10007-1195",MANHATTAN,981624,199858,50045113,"Juice, Smoothies, Fruit Salads"
WILLIAMS CAFE,50036001,122 WESTCHESTER SQ,"BRONX, NY 10461-3515",BRONX,1028049,245526,50036001,American
WINE TIME,50010900,40-45 235TH STREET,"DOUGLASTON, NY 11363",QUEENS,1053701,219601,50010900,American
WINE:34,50040779,127 E 34TH ST FRNT STORE,"NEW YORK, NY 10016-4637",MANHATTAN,989750,211280,50040779,Italian
WINGSTOP,50037410,63 W 125TH ST,"NEW YORK, NY 10027-4590",MANHATTAN,999633,233417,50037410,Chicken
WINGSTOP,50051369,88 E BURNSIDE AVE,"BRONX, NY 10453-4139",BRONX,1010294,250150,50051369,American
WOK CHI,50052989,918 3RD AVE FRNT,"NEW YORK, NY 10022-3604",MANHATTAN,993028,215873,50052989,Chinese
WOLFGANG'S STEAKHOUSE BOUTIQUE,50036578,16 E 46TH ST,"NEW YORK, NY 10017-2471",MANHATTAN,990294,214588,50036578,Steak
WOW CAFE AND GRILL,50055486,12 BRIGHTON 11TH ST,"BROOKLYN, NY 11235-5304",BROOKLYN,996385,151289,50055486,American
WV HOSPITALITY,50052110,55 WYTHE AVENUE,"BROOKLYN, 11249",BROOKLYN,996101,202496,50052110,American
Wickedness Bar and Lounge,50059759,17102 JAMAICA AVE,"JAMAICA, NY 11432-5428",QUEENS,1042865,197100,50059759,"Bottled beverages, including water, sodas, juices, etc."
XM CAFE,50040745,1040 GRAND CONCOURSE,"BRONX, NY 10456-3901",BRONX,1006289,242066,50040745,American
YAKINIKU FUTAGO,50034945,37 W 17TH ST,"NEW YORK, NY 10011-5503 US",MANHATTAN,986043,208323,50034945,Japanese
YARDIES JERK,50033580,19818 LINDEN BLVD APT 1,"SAINT ALBANS, NY 11412-3255",QUEENS,1052514,192215,50033580,Caribbean
YASO TANGBAO,50041422,148 LAWRENCE ST,"BROOKLYN, NY 11201-5228",BROOKLYN,988049,191336,50041422,Chinese
YAYA'S CHICKEN AND WAFFLES,50046626,1118 CASTLETON AVE,"STATEN ISLAND, NY 10310-1727",STATEN ISLAND,950962,170398,50046626,American
YINYANG COFFEE & TEA,50059614,9104 3RD AVE,"BROOKLYN, NY 11209-5760",BROOKLYN,975215,165109,50059614,"Ice Cream, Gelato, Yogurt, Ices"
YO! SUSHI,50056138,23 W 23RD ST,"NEW YORK, NY 10010-4295",MANHATTAN,986866,209598,50056138,Japanese
YOGURT COUTURE,50033794,21267A 26TH AVE,"BAYSIDE, NY 11360-1943",QUEENS,1045975,222919,50033794,"Ice Cream, Gelato, Yogurt, Ices"
YOO EVERGREEN,50050524,504A E 98TH ST,"BROOKLYN, NY 11212-3135",BROOKLYN,1008249,178479,50050524,American
YOSWEETS,50047518,756 W 181ST ST,"NEW YORK, NY 10033-4728",MANHATTAN,1001478,249231,50047518,"Ice Cream, Gelato, Yogurt, Ices"
YOUZI SHANGHAI,50057658,4128 MAIN ST UNIT C3,"FLUSHING, NY 11355-3177",QUEENS,1031603,215248,50057658,Chinese
YU GARDEN DUMPLING HOUSE,50008967,4620 KISSENA BLVD,"FLUSHING, NY 11355-3421",QUEENS,1034500,212631,50008967,Chinese
YUM YUM BANGKOK,50007437,650 9TH AVE FRNT 1,"NEW YORK, NY 10036-3635",MANHATTAN,986747,216409,50007437,Thai
YUMMY GRILL,50053424,1519 AVENUE J,"BROOKLYN, NY 11230-3707",BROOKLYN,995139,167076,50053424,Jewish/Kosher
YUZU,50033552,350 LENOX AVE FRNT 1,"NEW YORK, NY 10027-3821",MANHATTAN,999680,234180,50033552,Japanese
YVES,50049031,385 GREENWICH ST FL 1,"NEW YORK, NY 10013-2323",MANHATTAN,981435,201669,50049031,American
ZHOU'S YUMMY RESTAURANT,50003130,4117 UNION STREET,"FLUSHING, NY 11355",QUEENS,1032536,215776,50003130,Chinese
ZUCCHERO E POMODORI,50043112,1435 2ND AVE,"NEW YORK, NY 10021-3308",MANHATTAN,996135,220017,50043112,Italian
re.union,50014243,544 UNION AVE UNIT 6,"BROOKLYN, NY 11211-1209",BROOKLYN,997542,200406,50014243,Caf&eacute;/Coffee/Tea
